source,method,seed,n_examples,answer_F1,support_F1,joint_F1,support_title_recall,answer_EM,support_EM,joint_EM,avg_topk,budget_std,reader_model,beam_size,max_input_length,passage_ordering,path
bsp,agent_pm_bandit_slot,3,1000,0.6545575269614314,0.506,0.33184087196610024,0.7445,0.576,0.208,0.108,3.0,0.0,t5-base,3,768,retrieval_score,/home/iiserver31/projects/FedE4RAG-main/V7-agent-BSP/eval_outputs/official_fid_t5/v7bsp_main/agent-pm-bandit-slot_k3_w1_s3_enc0_score-downstream_value_budget-fixed_hist9_client1_block1_hard1_util1_ep1_cov1_mem1_dyn1_ecw000_slotdyn_pmf1r1i1bg1dh0/official_metrics.json
bsp,agent_pm_bandit_slot,4,1000,0.6545575269614314,0.5065,0.33184087196610024,0.7445,0.576,0.209,0.108,3.0,0.0,t5-base,3,768,retrieval_score,/home/iiserver31/projects/FedE4RAG-main/V7-agent-BSP/eval_outputs/official_fid_t5/v7bsp_main/agent-pm-bandit-slot_k3_w1_s4_enc0_score-downstream_value_budget-fixed_hist9_client1_block1_hard1_util1_ep1_cov1_mem1_dyn1_ecw000_slotdyn_pmf1r1i1bg1dh0/official_metrics.json
bsp,agent_pm_dynamic_full,0,1000,0.6545575269614314,0.5065,0.33184087196610024,0.7445,0.576,0.209,0.108,3.0,0.0,t5-base,3,768,retrieval_score,/home/iiserver31/projects/FedE4RAG-main/V7-agent-BSP/eval_outputs/official_fid_t5/v7bsp_main/agent-pm-dynamic-full_k3_w1_s0_enc0_score-downstream_value_budget-fixed_hist9_client1_block1_hard1_util1_ep1_cov1_mem1_dyn1_ecw000_slotdyn_pmf1r1i1bg1dh0/official_metrics.json
bsp,agent_pm_dynamic_full,1,1000,0.6547575269614315,0.5065,0.33184087196610024,0.7445,0.577,0.209,0.108,3.0,0.0,t5-base,3,768,retrieval_score,/home/iiserver31/projects/FedE4RAG-main/V7-agent-BSP/eval_outputs/official_fid_t5/v7bsp_main/agent-pm-dynamic-full_k3_w1_s1_enc0_score-downstream_value_budget-fixed_hist9_client1_block1_hard1_util1_ep1_cov1_mem1_dyn1_ecw000_slotdyn_pmf1r1i1bg1dh0/official_metrics.json
bsp,agent_pm_dynamic_full,2,1000,0.6545575269614314,0.5065,0.33184087196610024,0.7445,0.576,0.209,0.108,3.0,0.0,t5-base,3,768,retrieval_score,/home/iiserver31/projects/FedE4RAG-main/V7-agent-BSP/eval_outputs/official_fid_t5/v7bsp_main/agent-pm-dynamic-full_k3_w1_s2_enc0_score-downstream_value_budget-fixed_hist9_client1_block1_hard1_util1_ep1_cov1_mem1_dyn1_ecw000_slotdyn_pmf1r1i1bg1dh0/official_metrics.json
bsp,agent_pm_dynamic_full,3,1000,0.6545575269614314,0.5065,0.33184087196610024,0.7445,0.576,0.209,0.108,3.0,0.0,t5-base,3,768,retrieval_score,/home/iiserver31/projects/FedE4RAG-main/V7-agent-BSP/eval_outputs/official_fid_t5/v7bsp_main/agent-pm-dynamic-full_k3_w1_s3_enc0_score-downstream_value_budget-fixed_hist9_client1_block1_hard1_util1_ep1_cov1_mem1_dyn1_ecw000_slotdyn_pmf1r1i1bg1dh0/official_metrics.json
bsp,agent_pm_dynamic_full,4,1000,0.6545575269614314,0.5065,0.33184087196610024,0.7445,0.576,0.209,0.108,3.0,0.0,t5-base,3,768,retrieval_score,/home/iiserver31/projects/FedE4RAG-main/V7-agent-BSP/eval_outputs/official_fid_t5/v7bsp_main/agent-pm-dynamic-full_k3_w1_s4_enc0_score-downstream_value_budget-fixed_hist9_client1_block1_hard1_util1_ep1_cov1_mem1_dyn1_ecw000_slotdyn_pmf1r1i1bg1dh0/official_metrics.json
bsp,agent_pm_dynamic_no_memory,0,1000,0.6545575269614314,0.505,0.33114087196610026,0.7445,0.576,0.207,0.108,3.0,0.0,t5-base,3,768,retrieval_score,/home/iiserver31/projects/FedE4RAG-main/V7-agent-BSP/eval_outputs/official_fid_t5/v7bsp_main/agent-pm-dynamic-no-memory_k3_w1_s0_enc0_score-downstream_value_budget-fixed_hist1_client1_block1_hard1_util1_ep1_cov1_mem0_dyn1_ecw000_slotdyn_pmf0r0i0bg1dh0/official_metrics.json
bsp,agent_pm_dynamic_no_memory,1,1000,0.6545575269614314,0.5055,0.33114087196610026,0.744,0.576,0.208,0.108,3.0,0.0,t5-base,3,768,retrieval_score,/home/iiserver31/projects/FedE4RAG-main/V7-agent-BSP/eval_outputs/official_fid_t5/v7bsp_main/agent-pm-dynamic-no-memory_k3_w1_s1_enc0_score-downstream_value_budget-fixed_hist1_client1_block1_hard1_util1_ep1_cov1_mem0_dyn1_ecw000_slotdyn_pmf0r0i0bg1dh0/official_metrics.json
bsp,agent_pm_dynamic_no_memory,2,1000,0.6545575269614314,0.5065,0.33184087196610024,0.7445,0.576,0.209,0.108,3.0,0.0,t5-base,3,768,retrieval_score,/home/iiserver31/projects/FedE4RAG-main/V7-agent-BSP/eval_outputs/official_fid_t5/v7bsp_main/agent-pm-dynamic-no-memory_k3_w1_s2_enc0_score-downstream_value_budget-fixed_hist1_client1_block1_hard1_util1_ep1_cov1_mem0_dyn1_ecw000_slotdyn_pmf0r0i0bg1dh0/official_metrics.json
bsp,agent_pm_dynamic_no_memory,3,1000,0.6545575269614314,0.506,0.33164087196610026,0.744,0.576,0.208,0.108,3.0,0.0,t5-base,3,768,retrieval_score,/home/iiserver31/projects/FedE4RAG-main/V7-agent-BSP/eval_outputs/official_fid_t5/v7bsp_main/agent-pm-dynamic-no-memory_k3_w1_s3_enc0_score-downstream_value_budget-fixed_hist1_client1_block1_hard1_util1_ep1_cov1_mem0_dyn1_ecw000_slotdyn_pmf0r0i0bg1dh0/official_metrics.json
bsp,agent_pm_dynamic_no_memory,4,1000,0.6547575269614315,0.5065,0.33184087196610024,0.7445,0.577,0.209,0.108,3.0,0.0,t5-base,3,768,retrieval_score,/home/iiserver31/projects/FedE4RAG-main/V7-agent-BSP/eval_outputs/official_fid_t5/v7bsp_main/agent-pm-dynamic-no-memory_k3_w1_s4_enc0_score-downstream_value_budget-fixed_hist1_client1_block1_hard1_util1_ep1_cov1_mem0_dyn1_ecw000_slotdyn_pmf0r0i0bg1dh0/official_metrics.json
bsp,agent_rule_v7,0,1000,0.6545575269614314,0.5065,0.33184087196610024,0.7445,0.576,0.209,0.108,3.0,0.0,t5-base,3,768,retrieval_score,/home/iiserver31/projects/FedE4RAG-main/V7-agent-BSP/eval_outputs/official_fid_t5/v7bsp_main/agent-rule-v7-dynamic_k3_w1_s0_enc0_score-downstream_value_budget-fixed_hist7_client1_block1_hard1_util1_ep1_cov1_mem1_dyn1_ecw000_slotdyn_pmf1r1i1bg1dh0/official_metrics.json
bsp,agent_rule_v7,1,1000,0.6545575269614314,0.5065,0.33184087196610024,0.7445,0.576,0.209,0.108,3.0,0.0,t5-base,3,768,retrieval_score,/home/iiserver31/projects/FedE4RAG-main/V7-agent-BSP/eval_outputs/official_fid_t5/v7bsp_main/agent-rule-v7-dynamic_k3_w1_s1_enc0_score-downstream_value_budget-fixed_hist7_client1_block1_hard1_util1_ep1_cov1_mem1_dyn1_ecw000_slotdyn_pmf1r1i1bg1dh0/official_metrics.json
bsp,agent_rule_v7,2,1000,0.6545575269614314,0.5065,0.33184087196610024,0.7445,0.576,0.209,0.108,3.0,0.0,t5-base,3,768,retrieval_score,/home/iiserver31/projects/FedE4RAG-main/V7-agent-BSP/eval_outputs/official_fid_t5/v7bsp_main/agent-rule-v7-dynamic_k3_w1_s2_enc0_score-downstream_value_budget-fixed_hist7_client1_block1_hard1_util1_ep1_cov1_mem1_dyn1_ecw000_slotdyn_pmf1r1i1bg1dh0/official_metrics.json
bsp,agent_rule_v7,3,1000,0.6545575269614314,0.5065,0.33184087196610024,0.7445,0.576,0.209,0.108,3.0,0.0,t5-base,3,768,retrieval_score,/home/iiserver31/projects/FedE4RAG-main/V7-agent-BSP/eval_outputs/official_fid_t5/v7bsp_main/agent-rule-v7-dynamic_k3_w1_s3_enc0_score-downstream_value_budget-fixed_hist7_client1_block1_hard1_util1_ep1_cov1_mem1_dyn1_ecw000_slotdyn_pmf1r1i1bg1dh0/official_metrics.json
bsp,agent_rule_v7,4,1000,0.6545575269614314,0.5065,0.33184087196610024,0.7445,0.576,0.209,0.108,3.0,0.0,t5-base,3,768,retrieval_score,/home/iiserver31/projects/FedE4RAG-main/V7-agent-BSP/eval_outputs/official_fid_t5/v7bsp_main/agent-rule-v7-dynamic_k3_w1_s4_enc0_score-downstream_value_budget-fixed_hist7_client1_block1_hard1_util1_ep1_cov1_mem1_dyn1_ecw000_slotdyn_pmf1r1i1bg1dh0/official_metrics.json
bsp,agent_rule_v7,0,1000,0.6547575269614315,0.506,0.33164087196610026,0.744,0.577,0.208,0.108,3.0,0.0,t5-base,3,768,retrieval_score,/home/iiserver31/projects/FedE4RAG-main/V7-agent-BSP/eval_outputs/official_fid_t5/v7bsp_main/agent-rule-v7_k3_w1_s0_enc0_score-downstream_value_budget-fixed_hist7_client1_block1_hard1_util1_ep1_cov1_mem1_dyn0_ecw000_slotdyn_pmf1r1i1bg1dh0/official_metrics.json
bsp,agent_rule_v7,1,1000,0.6547575269614315,0.506,0.33164087196610026,0.744,0.577,0.208,0.108,3.0,0.0,t5-base,3,768,retrieval_score,/home/iiserver31/projects/FedE4RAG-main/V7-agent-BSP/eval_outputs/official_fid_t5/v7bsp_main/agent-rule-v7_k3_w1_s1_enc0_score-downstream_value_budget-fixed_hist7_client1_block1_hard1_util1_ep1_cov1_mem1_dyn0_ecw000_slotdyn_pmf1r1i1bg1dh0/official_metrics.json
bsp,agent_rule_v7,2,1000,0.6547575269614315,0.506,0.33164087196610026,0.744,0.577,0.208,0.108,3.0,0.0,t5-base,3,768,retrieval_score,/home/iiserver31/projects/FedE4RAG-main/V7-agent-BSP/eval_outputs/official_fid_t5/v7bsp_main/agent-rule-v7_k3_w1_s2_enc0_score-downstream_value_budget-fixed_hist7_client1_block1_hard1_util1_ep1_cov1_mem1_dyn0_ecw000_slotdyn_pmf1r1i1bg1dh0/official_metrics.json
bsp,agent_rule_v7,3,1000,0.6547575269614315,0.506,0.33164087196610026,0.744,0.577,0.208,0.108,3.0,0.0,t5-base,3,768,retrieval_score,/home/iiserver31/projects/FedE4RAG-main/V7-agent-BSP/eval_outputs/official_fid_t5/v7bsp_main/agent-rule-v7_k3_w1_s3_enc0_score-downstream_value_budget-fixed_hist7_client1_block1_hard1_util1_ep1_cov1_mem1_dyn0_ecw000_slotdyn_pmf1r1i1bg1dh0/official_metrics.json
bsp,agent_rule_v7,4,1000,0.6547575269614315,0.506,0.33164087196610026,0.744,0.577,0.208,0.108,3.0,0.0,t5-base,3,768,retrieval_score,/home/iiserver31/projects/FedE4RAG-main/V7-agent-BSP/eval_outputs/official_fid_t5/v7bsp_main/agent-rule-v7_k3_w1_s4_enc0_score-downstream_value_budget-fixed_hist7_client1_block1_hard1_util1_ep1_cov1_mem1_dyn0_ecw000_slotdyn_pmf1r1i1bg1dh0/official_metrics.json
bsp,hypernet_v6,0,1000,0.65652895553286,0.506,0.33202658625181447,0.7435,0.579,0.208,0.108,3.0,0.0,t5-base,3,768,retrieval_score,/home/iiserver31/projects/FedE4RAG-main/V7-agent-BSP/eval_outputs/official_fid_t5/v7bsp_main/hypernet-v6_k3_w1_s0_enc0_score-downstream_value_budget-fixed_hist5_client1_block1_hard1_util1_ep1_cov1_mem1_dyn0_ecw000_slotdyn_pmf1r1i1bg1dh0/official_metrics.json
bsp,hypernet_v6,1,1000,0.6571956221995267,0.506,0.33235991958514777,0.744,0.579,0.208,0.108,3.0,0.0,t5-base,3,768,retrieval_score,/home/iiserver31/projects/FedE4RAG-main/V7-agent-BSP/eval_outputs/official_fid_t5/v7bsp_main/hypernet-v6_k3_w1_s1_enc0_score-downstream_value_budget-fixed_hist5_client1_block1_hard1_util1_ep1_cov1_mem1_dyn0_ecw000_slotdyn_pmf1r1i1bg1dh0/official_metrics.json
bsp,hypernet_v6,2,1000,0.6571956221995267,0.506,0.33235991958514777,0.744,0.579,0.208,0.108,3.0,0.0,t5-base,3,768,retrieval_score,/home/iiserver31/projects/FedE4RAG-main/V7-agent-BSP/eval_outputs/official_fid_t5/v7bsp_main/hypernet-v6_k3_w1_s2_enc0_score-downstream_value_budget-fixed_hist5_client1_block1_hard1_util1_ep1_cov1_mem1_dyn0_ecw000_slotdyn_pmf1r1i1bg1dh0/official_metrics.json
bsp,hypernet_v6,3,1000,0.65652895553286,0.506,0.33202658625181447,0.7435,0.579,0.208,0.108,3.0,0.0,t5-base,3,768,retrieval_score,/home/iiserver31/projects/FedE4RAG-main/V7-agent-BSP/eval_outputs/official_fid_t5/v7bsp_main/hypernet-v6_k3_w1_s3_enc0_score-downstream_value_budget-fixed_hist5_client1_block1_hard1_util1_ep1_cov1_mem1_dyn0_ecw000_slotdyn_pmf1r1i1bg1dh0/official_metrics.json
bsp,hypernet_v6,4,1000,0.65652895553286,0.506,0.33202658625181447,0.7435,0.579,0.208,0.108,3.0,0.0,t5-base,3,768,retrieval_score,/home/iiserver31/projects/FedE4RAG-main/V7-agent-BSP/eval_outputs/official_fid_t5/v7bsp_main/hypernet-v6_k3_w1_s4_enc0_score-downstream_value_budget-fixed_hist5_client1_block1_hard1_util1_ep1_cov1_mem1_dyn0_ecw000_slotdyn_pmf1r1i1bg1dh0/official_metrics.json
bsp,agent_bsp_memory_bandit_no_failure_state,0,1000,0.6537575269614315,0.505,0.33074087196610025,0.7455,0.576,0.208,0.109,3.0,0.0,t5-base,3,768,retrieval_score,/home/iiserver31/projects/FedE4RAG-main/V7-agent-BSP/eval_outputs/official_fid_t5/v7bsp_memory_ablation/agent-bsp-memory-bandit-no-failure-state_k3_w1_s0_enc0_score-downstream_value_budget-fixed_hist11_client1_block1_hard1_util1_ep1_cov1_mem1_dyn1_ecw000_slotdyn_pmf0r1i1bg1dh0/official_metrics.json
bsp,agent_bsp_memory_bandit_no_failure_state,1,1000,0.6545575269614314,0.5065,0.33184087196610024,0.7445,0.576,0.209,0.108,3.0,0.0,t5-base,3,768,retrieval_score,/home/iiserver31/projects/FedE4RAG-main/V7-agent-BSP/eval_outputs/official_fid_t5/v7bsp_memory_ablation/agent-bsp-memory-bandit-no-failure-state_k3_w1_s1_enc0_score-downstream_value_budget-fixed_hist11_client1_block1_hard1_util1_ep1_cov1_mem1_dyn1_ecw000_slotdyn_pmf0r1i1bg1dh0/official_metrics.json
bsp,agent_bsp_memory_bandit_no_failure_state,2,1000,0.6545575269614314,0.506,0.33184087196610024,0.7445,0.576,0.208,0.108,3.0,0.0,t5-base,3,768,retrieval_score,/home/iiserver31/projects/FedE4RAG-main/V7-agent-BSP/eval_outputs/official_fid_t5/v7bsp_memory_ablation/agent-bsp-memory-bandit-no-failure-state_k3_w1_s2_enc0_score-downstream_value_budget-fixed_hist11_client1_block1_hard1_util1_ep1_cov1_mem1_dyn1_ecw000_slotdyn_pmf0r1i1bg1dh0/official_metrics.json
bsp,agent_bsp_memory_bandit_no_failure_state,3,1000,0.6566241936280982,0.5055,0.3322742052994336,0.744,0.579,0.208,0.108,3.0,0.0,t5-base,3,768,retrieval_score,/home/iiserver31/projects/FedE4RAG-main/V7-agent-BSP/eval_outputs/official_fid_t5/v7bsp_memory_ablation/agent-bsp-memory-bandit-no-failure-state_k3_w1_s3_enc0_score-downstream_value_budget-fixed_hist11_client1_block1_hard1_util1_ep1_cov1_mem1_dyn1_ecw000_slotdyn_pmf0r1i1bg1dh0/official_metrics.json
bsp,agent_bsp_memory_bandit_no_failure_state,4,1000,0.6547575269614315,0.5065,0.33184087196610024,0.744,0.577,0.209,0.108,3.0,0.0,t5-base,3,768,retrieval_score,/home/iiserver31/projects/FedE4RAG-main/V7-agent-BSP/eval_outputs/official_fid_t5/v7bsp_memory_ablation/agent-bsp-memory-bandit-no-failure-state_k3_w1_s4_enc0_score-downstream_value_budget-fixed_hist11_client1_block1_hard1_util1_ep1_cov1_mem1_dyn1_ecw000_slotdyn_pmf0r1i1bg1dh0/official_metrics.json
bsp,agent_bsp_memory_bandit_no_history_state,0,1000,0.6559575269614315,0.506,0.33224087196610025,0.7435,0.579,0.208,0.108,3.0,0.0,t5-base,3,768,retrieval_score,/home/iiserver31/projects/FedE4RAG-main/V7-agent-BSP/eval_outputs/official_fid_t5/v7bsp_memory_ablation/agent-bsp-memory-bandit-no-history-state_k3_w1_s0_enc0_score-downstream_value_budget-fixed_hist0_client1_block1_hard1_util0_ep1_cov1_mem0_dyn1_ecw000_slotdyn_pmf0r0i0bg1dh0/official_metrics.json
bsp,agent_bsp_memory_bandit_no_history_state,1,1000,0.6557575269614315,0.506,0.33214087196610026,0.744,0.578,0.208,0.108,3.0,0.0,t5-base,3,768,retrieval_score,/home/iiserver31/projects/FedE4RAG-main/V7-agent-BSP/eval_outputs/official_fid_t5/v7bsp_memory_ablation/agent-bsp-memory-bandit-no-history-state_k3_w1_s1_enc0_score-downstream_value_budget-fixed_hist0_client1_block1_hard1_util0_ep1_cov1_mem0_dyn1_ecw000_slotdyn_pmf0r0i0bg1dh0/official_metrics.json
bsp,agent_bsp_memory_bandit_no_history_state,2,1000,0.6557575269614315,0.506,0.33214087196610026,0.744,0.578,0.208,0.108,3.0,0.0,t5-base,3,768,retrieval_score,/home/iiserver31/projects/FedE4RAG-main/V7-agent-BSP/eval_outputs/official_fid_t5/v7bsp_memory_ablation/agent-bsp-memory-bandit-no-history-state_k3_w1_s2_enc0_score-downstream_value_budget-fixed_hist0_client1_block1_hard1_util0_ep1_cov1_mem0_dyn1_ecw000_slotdyn_pmf0r0i0bg1dh0/official_metrics.json
bsp,agent_bsp_memory_bandit_no_history_state,3,1000,0.6547575269614315,0.506,0.33164087196610026,0.744,0.577,0.208,0.108,3.0,0.0,t5-base,3,768,retrieval_score,/home/iiserver31/projects/FedE4RAG-main/V7-agent-BSP/eval_outputs/official_fid_t5/v7bsp_memory_ablation/agent-bsp-memory-bandit-no-history-state_k3_w1_s3_enc0_score-downstream_value_budget-fixed_hist0_client1_block1_hard1_util0_ep1_cov1_mem0_dyn1_ecw000_slotdyn_pmf0r0i0bg1dh0/official_metrics.json
bsp,agent_bsp_memory_bandit_no_history_state,4,1000,0.6547575269614315,0.506,0.33164087196610026,0.744,0.577,0.208,0.108,3.0,0.0,t5-base,3,768,retrieval_score,/home/iiserver31/projects/FedE4RAG-main/V7-agent-BSP/eval_outputs/official_fid_t5/v7bsp_memory_ablation/agent-bsp-memory-bandit-no-history-state_k3_w1_s4_enc0_score-downstream_value_budget-fixed_hist0_client1_block1_hard1_util0_ep1_cov1_mem0_dyn1_ecw000_slotdyn_pmf0r0i0bg1dh0/official_metrics.json
bsp,agent_bsp_memory_bandit_no_instability_state,0,1000,0.6547575269614315,0.505,0.33074087196610025,0.745,0.577,0.208,0.108,3.0,0.0,t5-base,3,768,retrieval_score,/home/iiserver31/projects/FedE4RAG-main/V7-agent-BSP/eval_outputs/official_fid_t5/v7bsp_memory_ablation/agent-bsp-memory-bandit-no-instability-state_k3_w1_s0_enc0_score-downstream_value_budget-fixed_hist11_client1_block1_hard1_util1_ep1_cov1_mem1_dyn1_ecw000_slotdyn_pmf1r1i0bg1dh0/official_metrics.json
bsp,agent_bsp_memory_bandit_no_instability_state,1,1000,0.6557575269614315,0.505,0.33124087196610025,0.745,0.578,0.208,0.108,3.0,0.0,t5-base,3,768,retrieval_score,/home/iiserver31/projects/FedE4RAG-main/V7-agent-BSP/eval_outputs/official_fid_t5/v7bsp_memory_ablation/agent-bsp-memory-bandit-no-instability-state_k3_w1_s1_enc0_score-downstream_value_budget-fixed_hist11_client1_block1_hard1_util1_ep1_cov1_mem1_dyn1_ecw000_slotdyn_pmf1r1i0bg1dh0/official_metrics.json
bsp,agent_bsp_memory_bandit_no_instability_state,2,1000,0.6559575269614315,0.5055,0.33174087196610025,0.745,0.579,0.208,0.108,3.0,0.0,t5-base,3,768,retrieval_score,/home/iiserver31/projects/FedE4RAG-main/V7-agent-BSP/eval_outputs/official_fid_t5/v7bsp_memory_ablation/agent-bsp-memory-bandit-no-instability-state_k3_w1_s2_enc0_score-downstream_value_budget-fixed_hist11_client1_block1_hard1_util1_ep1_cov1_mem1_dyn1_ecw000_slotdyn_pmf1r1i0bg1dh0/official_metrics.json
bsp,agent_bsp_memory_bandit_no_instability_state,3,1000,0.6549575269614315,0.5065,0.3319408719661002,0.7445,0.578,0.209,0.108,3.0,0.0,t5-base,3,768,retrieval_score,/home/iiserver31/projects/FedE4RAG-main/V7-agent-BSP/eval_outputs/official_fid_t5/v7bsp_memory_ablation/agent-bsp-memory-bandit-no-instability-state_k3_w1_s3_enc0_score-downstream_value_budget-fixed_hist11_client1_block1_hard1_util1_ep1_cov1_mem1_dyn1_ecw000_slotdyn_pmf1r1i0bg1dh0/official_metrics.json
bsp,agent_bsp_memory_bandit_no_instability_state,4,1000,0.6547575269614315,0.5055,0.33124087196610025,0.7445,0.577,0.208,0.108,3.0,0.0,t5-base,3,768,retrieval_score,/home/iiserver31/projects/FedE4RAG-main/V7-agent-BSP/eval_outputs/official_fid_t5/v7bsp_memory_ablation/agent-bsp-memory-bandit-no-instability-state_k3_w1_s4_enc0_score-downstream_value_budget-fixed_hist11_client1_block1_hard1_util1_ep1_cov1_mem1_dyn1_ecw000_slotdyn_pmf1r1i0bg1dh0/official_metrics.json
bsp,agent_bsp_memory_bandit_no_rarity_state,0,1000,0.6545575269614314,0.506,0.33184087196610024,0.7445,0.576,0.208,0.108,3.0,0.0,t5-base,3,768,retrieval_score,/home/iiserver31/projects/FedE4RAG-main/V7-agent-BSP/eval_outputs/official_fid_t5/v7bsp_memory_ablation/agent-bsp-memory-bandit-no-rarity-state_k3_w1_s0_enc0_score-downstream_value_budget-fixed_hist11_client1_block1_hard1_util1_ep1_cov1_mem1_dyn1_ecw000_slotdyn_pmf1r0i1bg1dh0/official_metrics.json
bsp,agent_bsp_memory_bandit_no_rarity_state,1,1000,0.6545575269614314,0.506,0.33184087196610024,0.7445,0.576,0.208,0.108,3.0,0.0,t5-base,3,768,retrieval_score,/home/iiserver31/projects/FedE4RAG-main/V7-agent-BSP/eval_outputs/official_fid_t5/v7bsp_memory_ablation/agent-bsp-memory-bandit-no-rarity-state_k3_w1_s1_enc0_score-downstream_value_budget-fixed_hist11_client1_block1_hard1_util1_ep1_cov1_mem1_dyn1_ecw000_slotdyn_pmf1r0i1bg1dh0/official_metrics.json
bsp,agent_bsp_memory_bandit_no_rarity_state,2,1000,0.6545575269614314,0.506,0.33184087196610024,0.7445,0.576,0.208,0.108,3.0,0.0,t5-base,3,768,retrieval_score,/home/iiserver31/projects/FedE4RAG-main/V7-agent-BSP/eval_outputs/official_fid_t5/v7bsp_memory_ablation/agent-bsp-memory-bandit-no-rarity-state_k3_w1_s2_enc0_score-downstream_value_budget-fixed_hist11_client1_block1_hard1_util1_ep1_cov1_mem1_dyn1_ecw000_slotdyn_pmf1r0i1bg1dh0/official_metrics.json
bsp,agent_bsp_memory_bandit_no_rarity_state,3,1000,0.6545575269614314,0.506,0.33184087196610024,0.7445,0.576,0.208,0.108,3.0,0.0,t5-base,3,768,retrieval_score,/home/iiserver31/projects/FedE4RAG-main/V7-agent-BSP/eval_outputs/official_fid_t5/v7bsp_memory_ablation/agent-bsp-memory-bandit-no-rarity-state_k3_w1_s3_enc0_score-downstream_value_budget-fixed_hist11_client1_block1_hard1_util1_ep1_cov1_mem1_dyn1_ecw000_slotdyn_pmf1r0i1bg1dh0/official_metrics.json
bsp,agent_bsp_memory_bandit_no_rarity_state,4,1000,0.6545575269614314,0.506,0.33184087196610024,0.7445,0.576,0.208,0.108,3.0,0.0,t5-base,3,768,retrieval_score,/home/iiserver31/projects/FedE4RAG-main/V7-agent-BSP/eval_outputs/official_fid_t5/v7bsp_memory_ablation/agent-bsp-memory-bandit-no-rarity-state_k3_w1_s4_enc0_score-downstream_value_budget-fixed_hist11_client1_block1_hard1_util1_ep1_cov1_mem1_dyn1_ecw000_slotdyn_pmf1r0i1bg1dh0/official_metrics.json
bsp,agent_bsp_memory_bandit_retrieval,0,1000,0.6545575269614314,0.506,0.33184087196610024,0.7445,0.576,0.208,0.108,3.0,0.0,t5-base,3,768,retrieval_score,/home/iiserver31/projects/FedE4RAG-main/V7-agent-BSP/eval_outputs/official_fid_t5/v7bsp_memory_ablation/agent-bsp-memory-bandit-retrieval_k3_w1_s0_enc0_score-downstream_value_budget-fixed_hist11_client1_block1_hard1_util1_ep1_cov1_mem1_dyn1_ecw000_slotdyn_pmf1r1i1bg1dh0/official_metrics.json
bsp,agent_bsp_memory_bandit_retrieval,1,1000,0.6545575269614314,0.506,0.33184087196610024,0.7445,0.576,0.208,0.108,3.0,0.0,t5-base,3,768,retrieval_score,/home/iiserver31/projects/FedE4RAG-main/V7-agent-BSP/eval_outputs/official_fid_t5/v7bsp_memory_ablation/agent-bsp-memory-bandit-retrieval_k3_w1_s1_enc0_score-downstream_value_budget-fixed_hist11_client1_block1_hard1_util1_ep1_cov1_mem1_dyn1_ecw000_slotdyn_pmf1r1i1bg1dh0/official_metrics.json
bsp,agent_bsp_memory_bandit_retrieval,2,1000,0.6545575269614314,0.506,0.33184087196610024,0.7445,0.576,0.208,0.108,3.0,0.0,t5-base,3,768,retrieval_score,/home/iiserver31/projects/FedE4RAG-main/V7-agent-BSP/eval_outputs/official_fid_t5/v7bsp_memory_ablation/agent-bsp-memory-bandit-retrieval_k3_w1_s2_enc0_score-downstream_value_budget-fixed_hist11_client1_block1_hard1_util1_ep1_cov1_mem1_dyn1_ecw000_slotdyn_pmf1r1i1bg1dh0/official_metrics.json
bsp,agent_bsp_memory_bandit_retrieval,3,1000,0.6545575269614314,0.506,0.33184087196610024,0.7445,0.576,0.208,0.108,3.0,0.0,t5-base,3,768,retrieval_score,/home/iiserver31/projects/FedE4RAG-main/V7-agent-BSP/eval_outputs/official_fid_t5/v7bsp_memory_ablation/agent-bsp-memory-bandit-retrieval_k3_w1_s3_enc0_score-downstream_value_budget-fixed_hist11_client1_block1_hard1_util1_ep1_cov1_mem1_dyn1_ecw000_slotdyn_pmf1r1i1bg1dh0/official_metrics.json
bsp,agent_bsp_memory_bandit_retrieval,4,1000,0.6545575269614314,0.506,0.33184087196610024,0.7445,0.576,0.208,0.108,3.0,0.0,t5-base,3,768,retrieval_score,/home/iiserver31/projects/FedE4RAG-main/V7-agent-BSP/eval_outputs/official_fid_t5/v7bsp_memory_ablation/agent-bsp-memory-bandit-retrieval_k3_w1_s4_enc0_score-downstream_value_budget-fixed_hist11_client1_block1_hard1_util1_ep1_cov1_mem1_dyn1_ecw000_slotdyn_pmf1r1i1bg1dh0/official_metrics.json
