method,profile,suite,seed,path,answer_em,answer_f1,answer_precision,answer_recall,sp_em,sp_f1,sp_precision,sp_recall,joint_em,joint_f1,answer_access_at_k,support_title_recall_at_k,all_gold_sp_retrieved_at_k
agent_fixed_slot_2,v7pm_fixed_slot_2,v7pm_dynamic_ablation,3,/home/iiserver31/projects/FedE4RAG-main/V7-agent-PM/eval_outputs/official_fid_t5/v7pm_dynamic_ablation/agent-fixed-slot-2_k3_w1_s3_enc0_score-downstream_value_budget-fixed_hist7_client1_block1_hard1_util1_ep1_cov1_mem1_dyn0_ecw000_slot2_pmf1r1i1bg1dh0/official_metrics.json,0.576,0.6536208747247794,0.6536208747247794,0.6536208747247794,0.209,0.5065,0.5065,0.5065,0.113,0.3315276324278607,0.858,0.7445,0.209
agent_fixed_slot_2,v7pm_fixed_slot_2,v7pm_dynamic_ablation,4,/home/iiserver31/projects/FedE4RAG-main/V7-agent-PM/eval_outputs/official_fid_t5/v7pm_dynamic_ablation/agent-fixed-slot-2_k3_w1_s4_enc0_score-downstream_value_budget-fixed_hist7_client1_block1_hard1_util1_ep1_cov1_mem1_dyn0_ecw000_slot2_pmf1r1i1bg1dh0/official_metrics.json,0.576,0.6536208747247794,0.6536208747247794,0.6536208747247794,0.208,0.506,0.506,0.506,0.113,0.3315276324278607,0.858,0.7445,0.208
agent_fixed_slot_3,v7pm_fixed_slot_3,v7pm_dynamic_ablation,0,/home/iiserver31/projects/FedE4RAG-main/V7-agent-PM/eval_outputs/official_fid_t5/v7pm_dynamic_ablation/agent-fixed-slot-3_k3_w1_s0_enc0_score-downstream_value_budget-fixed_hist7_client1_block1_hard1_util1_ep1_cov1_mem1_dyn0_ecw000_slot3_pmf1r1i1bg1dh0/official_metrics.json,0.577,0.6529208747247793,0.6529208747247793,0.6529208747247793,0.207,0.5045,0.5045,0.5045,0.114,0.3302776324278607,0.857,0.7455,0.207
agent_fixed_slot_3,v7pm_fixed_slot_3,v7pm_dynamic_ablation,1,/home/iiserver31/projects/FedE4RAG-main/V7-agent-PM/eval_outputs/official_fid_t5/v7pm_dynamic_ablation/agent-fixed-slot-3_k3_w1_s1_enc0_score-downstream_value_budget-fixed_hist7_client1_block1_hard1_util1_ep1_cov1_mem1_dyn0_ecw000_slot3_pmf1r1i1bg1dh0/official_metrics.json,0.577,0.6529208747247793,0.6529208747247793,0.6529208747247793,0.207,0.5045,0.5045,0.5045,0.114,0.3302776324278607,0.857,0.7455,0.207
agent_fixed_slot_3,v7pm_fixed_slot_3,v7pm_dynamic_ablation,2,/home/iiserver31/projects/FedE4RAG-main/V7-agent-PM/eval_outputs/official_fid_t5/v7pm_dynamic_ablation/agent-fixed-slot-3_k3_w1_s2_enc0_score-downstream_value_budget-fixed_hist7_client1_block1_hard1_util1_ep1_cov1_mem1_dyn0_ecw000_slot3_pmf1r1i1bg1dh0/official_metrics.json,0.577,0.6529208747247793,0.6529208747247793,0.6529208747247793,0.207,0.5045,0.5045,0.5045,0.114,0.3302776324278607,0.857,0.7455,0.207
agent_fixed_slot_3,v7pm_fixed_slot_3,v7pm_dynamic_ablation,3,/home/iiserver31/projects/FedE4RAG-main/V7-agent-PM/eval_outputs/official_fid_t5/v7pm_dynamic_ablation/agent-fixed-slot-3_k3_w1_s3_enc0_score-downstream_value_budget-fixed_hist7_client1_block1_hard1_util1_ep1_cov1_mem1_dyn0_ecw000_slot3_pmf1r1i1bg1dh0/official_metrics.json,0.577,0.6529208747247793,0.6529208747247793,0.6529208747247793,0.207,0.5045,0.5045,0.5045,0.114,0.3302776324278607,0.857,0.7455,0.207
agent_fixed_slot_3,v7pm_fixed_slot_3,v7pm_dynamic_ablation,4,/home/iiserver31/projects/FedE4RAG-main/V7-agent-PM/eval_outputs/official_fid_t5/v7pm_dynamic_ablation/agent-fixed-slot-3_k3_w1_s4_enc0_score-downstream_value_budget-fixed_hist7_client1_block1_hard1_util1_ep1_cov1_mem1_dyn0_ecw000_slot3_pmf1r1i1bg1dh0/official_metrics.json,0.577,0.6529208747247793,0.6529208747247793,0.6529208747247793,0.207,0.5045,0.5045,0.5045,0.114,0.3302776324278607,0.857,0.7455,0.207
hypernet_v6,hp1_baseline_adaptive_v6,v7pm_main,0,/home/iiserver31/projects/FedE4RAG-main/V7-agent-PM/eval_outputs/official_fid_t5/v7pm_main/adaptive-v6_k3_w1_s0_enc0_score-downstream_value_budget-adaptive_v6_hist5_client1_block1_hard1_util1_ep1_cov1_mem1_dyn0_ecw000_slotdyn_pmf1r1i1bg1dh0/official_metrics.json,0.578,0.6537034144073189,0.6537034144073189,0.6537034144073189,0.208,0.506,0.506,0.506,0.113,0.33076890226913047,0.859,0.7435,0.208
hypernet_v6,hp1_baseline_adaptive_v6,v7pm_main,1,/home/iiserver31/projects/FedE4RAG-main/V7-agent-PM/eval_outputs/official_fid_t5/v7pm_main/adaptive-v6_k3_w1_s1_enc0_score-downstream_value_budget-adaptive_v6_hist5_client1_block1_hard1_util1_ep1_cov1_mem1_dyn0_ecw000_slotdyn_pmf1r1i1bg1dh0/official_metrics.json,0.578,0.6543700810739856,0.6543700810739856,0.6543700810739856,0.208,0.506,0.506,0.506,0.113,0.33110223560246377,0.86,0.744,0.208
hypernet_v6,hp1_baseline_adaptive_v6,v7pm_main,2,/home/iiserver31/projects/FedE4RAG-main/V7-agent-PM/eval_outputs/official_fid_t5/v7pm_main/adaptive-v6_k3_w1_s2_enc0_score-downstream_value_budget-adaptive_v6_hist5_client1_block1_hard1_util1_ep1_cov1_mem1_dyn0_ecw000_slotdyn_pmf1r1i1bg1dh0/official_metrics.json,0.578,0.6543700810739856,0.6543700810739856,0.6543700810739856,0.208,0.506,0.506,0.506,0.113,0.33110223560246377,0.86,0.744,0.208
hypernet_v6,hp1_baseline_adaptive_v6,v7pm_main,3,/home/iiserver31/projects/FedE4RAG-main/V7-agent-PM/eval_outputs/official_fid_t5/v7pm_main/adaptive-v6_k3_w1_s3_enc0_score-downstream_value_budget-adaptive_v6_hist5_client1_block1_hard1_util1_ep1_cov1_mem1_dyn0_ecw000_slotdyn_pmf1r1i1bg1dh0/official_metrics.json,0.578,0.6537034144073189,0.6537034144073189,0.6537034144073189,0.208,0.506,0.506,0.506,0.113,0.33076890226913047,0.859,0.7435,0.208
hypernet_v6,hp1_baseline_adaptive_v6,v7pm_main,4,/home/iiserver31/projects/FedE4RAG-main/V7-agent-PM/eval_outputs/official_fid_t5/v7pm_main/adaptive-v6_k3_w1_s4_enc0_score-downstream_value_budget-adaptive_v6_hist5_client1_block1_hard1_util1_ep1_cov1_mem1_dyn0_ecw000_slotdyn_pmf1r1i1bg1dh0/official_metrics.json,0.578,0.6537034144073189,0.6537034144073189,0.6537034144073189,0.208,0.506,0.506,0.506,0.113,0.33076890226913047,0.859,0.7435,0.208
agent_pm_dynamic_full,v7pm_planning_memory_full,v7pm_main,0,/home/iiserver31/projects/FedE4RAG-main/V7-agent-PM/eval_outputs/official_fid_t5/v7pm_main/agent-pm-dynamic-full_k3_w1_s0_enc0_score-downstream_value_budget-fixed_hist9_client1_block1_hard1_util1_ep1_cov1_mem1_dyn1_ecw000_slotdyn_pmf1r1i1bg1dh0/official_metrics.json,0.576,0.6536208747247794,0.6536208747247794,0.6536208747247794,0.209,0.5065,0.5065,0.5065,0.113,0.3315276324278607,0.858,0.7445,0.209
agent_pm_dynamic_full,v7pm_planning_memory_full,v7pm_main,1,/home/iiserver31/projects/FedE4RAG-main/V7-agent-PM/eval_outputs/official_fid_t5/v7pm_main/agent-pm-dynamic-full_k3_w1_s1_enc0_score-downstream_value_budget-fixed_hist9_client1_block1_hard1_util1_ep1_cov1_mem1_dyn1_ecw000_slotdyn_pmf1r1i1bg1dh0/official_metrics.json,0.577,0.6538208747247795,0.6538208747247795,0.6538208747247795,0.209,0.5065,0.5065,0.5065,0.113,0.3315276324278607,0.859,0.7445,0.209
agent_pm_dynamic_full,v7pm_planning_memory_full,v7pm_main,2,/home/iiserver31/projects/FedE4RAG-main/V7-agent-PM/eval_outputs/official_fid_t5/v7pm_main/agent-pm-dynamic-full_k3_w1_s2_enc0_score-downstream_value_budget-fixed_hist9_client1_block1_hard1_util1_ep1_cov1_mem1_dyn1_ecw000_slotdyn_pmf1r1i1bg1dh0/official_metrics.json,0.576,0.6536208747247794,0.6536208747247794,0.6536208747247794,0.209,0.5065,0.5065,0.5065,0.113,0.3315276324278607,0.858,0.7445,0.209
agent_pm_dynamic_full,v7pm_planning_memory_full,v7pm_main,3,/home/iiserver31/projects/FedE4RAG-main/V7-agent-PM/eval_outputs/official_fid_t5/v7pm_main/agent-pm-dynamic-full_k3_w1_s3_enc0_score-downstream_value_budget-fixed_hist9_client1_block1_hard1_util1_ep1_cov1_mem1_dyn1_ecw000_slotdyn_pmf1r1i1bg1dh0/official_metrics.json,0.576,0.6536208747247794,0.6536208747247794,0.6536208747247794,0.209,0.5065,0.5065,0.5065,0.113,0.3315276324278607,0.858,0.7445,0.209
agent_pm_dynamic_full,v7pm_planning_memory_full,v7pm_main,4,/home/iiserver31/projects/FedE4RAG-main/V7-agent-PM/eval_outputs/official_fid_t5/v7pm_main/agent-pm-dynamic-full_k3_w1_s4_enc0_score-downstream_value_budget-fixed_hist9_client1_block1_hard1_util1_ep1_cov1_mem1_dyn1_ecw000_slotdyn_pmf1r1i1bg1dh0/official_metrics.json,0.576,0.6536208747247794,0.6536208747247794,0.6536208747247794,0.209,0.5065,0.5065,0.5065,0.113,0.3315276324278607,0.858,0.7445,0.209
agent_rule_v7,v7agentpm_rule_dynamic,v7pm_main,0,/home/iiserver31/projects/FedE4RAG-main/V7-agent-PM/eval_outputs/official_fid_t5/v7pm_main/agent-rule-v7-dynamic_k3_w1_s0_enc0_score-downstream_value_budget-fixed_hist7_client1_block1_hard1_util1_ep1_cov1_mem1_dyn1_ecw000_slotdyn_pmf1r1i1bg1dh0/official_metrics.json,0.576,0.6536208747247794,0.6536208747247794,0.6536208747247794,0.209,0.5065,0.5065,0.5065,0.113,0.3315276324278607,0.858,0.7445,0.209
agent_rule_v7,v7agentpm_rule_dynamic,v7pm_main,1,/home/iiserver31/projects/FedE4RAG-main/V7-agent-PM/eval_outputs/official_fid_t5/v7pm_main/agent-rule-v7-dynamic_k3_w1_s1_enc0_score-downstream_value_budget-fixed_hist7_client1_block1_hard1_util1_ep1_cov1_mem1_dyn1_ecw000_slotdyn_pmf1r1i1bg1dh0/official_metrics.json,0.576,0.6536208747247794,0.6536208747247794,0.6536208747247794,0.209,0.5065,0.5065,0.5065,0.113,0.3315276324278607,0.858,0.7445,0.209
agent_rule_v7,v7agentpm_rule_dynamic,v7pm_main,2,/home/iiserver31/projects/FedE4RAG-main/V7-agent-PM/eval_outputs/official_fid_t5/v7pm_main/agent-rule-v7-dynamic_k3_w1_s2_enc0_score-downstream_value_budget-fixed_hist7_client1_block1_hard1_util1_ep1_cov1_mem1_dyn1_ecw000_slotdyn_pmf1r1i1bg1dh0/official_metrics.json,0.576,0.6536208747247794,0.6536208747247794,0.6536208747247794,0.209,0.5065,0.5065,0.5065,0.113,0.3315276324278607,0.858,0.7445,0.209
agent_rule_v7,v7agentpm_rule_dynamic,v7pm_main,3,/home/iiserver31/projects/FedE4RAG-main/V7-agent-PM/eval_outputs/official_fid_t5/v7pm_main/agent-rule-v7-dynamic_k3_w1_s3_enc0_score-downstream_value_budget-fixed_hist7_client1_block1_hard1_util1_ep1_cov1_mem1_dyn1_ecw000_slotdyn_pmf1r1i1bg1dh0/official_metrics.json,0.576,0.6536208747247794,0.6536208747247794,0.6536208747247794,0.209,0.5065,0.5065,0.5065,0.113,0.3315276324278607,0.858,0.7445,0.209
agent_rule_v7,v7agentpm_rule_dynamic,v7pm_main,4,/home/iiserver31/projects/FedE4RAG-main/V7-agent-PM/eval_outputs/official_fid_t5/v7pm_main/agent-rule-v7-dynamic_k3_w1_s4_enc0_score-downstream_value_budget-fixed_hist7_client1_block1_hard1_util1_ep1_cov1_mem1_dyn1_ecw000_slotdyn_pmf1r1i1bg1dh0/official_metrics.json,0.576,0.6536208747247794,0.6536208747247794,0.6536208747247794,0.209,0.5065,0.5065,0.5065,0.113,0.3315276324278607,0.858,0.7445,0.209
agent_rule_v7,v7agent_rule_early_hardquery,v7pm_main,0,/home/iiserver31/projects/FedE4RAG-main/V7-agent-PM/eval_outputs/official_fid_t5/v7pm_main/agent-rule-v7_k3_w1_s0_enc0_score-downstream_value_budget-fixed_hist7_client1_block1_hard1_util1_ep1_cov1_mem1_dyn0_ecw000_slotdyn_pmf1r1i1bg1dh0/official_metrics.json,0.577,0.6538208747247795,0.6538208747247795,0.6538208747247795,0.208,0.506,0.506,0.506,0.113,0.3313276324278607,0.859,0.744,0.208
agent_rule_v7,v7agent_rule_early_hardquery,v7pm_main,1,/home/iiserver31/projects/FedE4RAG-main/V7-agent-PM/eval_outputs/official_fid_t5/v7pm_main/agent-rule-v7_k3_w1_s1_enc0_score-downstream_value_budget-fixed_hist7_client1_block1_hard1_util1_ep1_cov1_mem1_dyn0_ecw000_slotdyn_pmf1r1i1bg1dh0/official_metrics.json,0.577,0.6538208747247795,0.6538208747247795,0.6538208747247795,0.208,0.506,0.506,0.506,0.113,0.3313276324278607,0.859,0.744,0.208
agent_rule_v7,v7agent_rule_early_hardquery,v7pm_main,2,/home/iiserver31/projects/FedE4RAG-main/V7-agent-PM/eval_outputs/official_fid_t5/v7pm_main/agent-rule-v7_k3_w1_s2_enc0_score-downstream_value_budget-fixed_hist7_client1_block1_hard1_util1_ep1_cov1_mem1_dyn0_ecw000_slotdyn_pmf1r1i1bg1dh0/official_metrics.json,0.577,0.6538208747247795,0.6538208747247795,0.6538208747247795,0.208,0.506,0.506,0.506,0.113,0.3313276324278607,0.859,0.744,0.208
agent_rule_v7,v7agent_rule_early_hardquery,v7pm_main,3,/home/iiserver31/projects/FedE4RAG-main/V7-agent-PM/eval_outputs/official_fid_t5/v7pm_main/agent-rule-v7_k3_w1_s3_enc0_score-downstream_value_budget-fixed_hist7_client1_block1_hard1_util1_ep1_cov1_mem1_dyn0_ecw000_slotdyn_pmf1r1i1bg1dh0/official_metrics.json,0.577,0.6538208747247795,0.6538208747247795,0.6538208747247795,0.208,0.506,0.506,0.506,0.113,0.3313276324278607,0.859,0.744,0.208
agent_rule_v7,v7agent_rule_early_hardquery,v7pm_main,4,/home/iiserver31/projects/FedE4RAG-main/V7-agent-PM/eval_outputs/official_fid_t5/v7pm_main/agent-rule-v7_k3_w1_s4_enc0_score-downstream_value_budget-fixed_hist7_client1_block1_hard1_util1_ep1_cov1_mem1_dyn0_ecw000_slotdyn_pmf1r1i1bg1dh0/official_metrics.json,0.577,0.6538208747247795,0.6538208747247795,0.6538208747247795,0.208,0.506,0.506,0.506,0.113,0.3313276324278607,0.859,0.744,0.208
hypernet_v6,hp1_baseline_hypernet_v6,v7pm_main,0,/home/iiserver31/projects/FedE4RAG-main/V7-agent-PM/eval_outputs/official_fid_t5/v7pm_main/hypernet-v6_k3_w1_s0_enc0_score-downstream_value_budget-fixed_hist5_client1_block1_hard1_util1_ep1_cov1_mem1_dyn0_ecw000_slotdyn_pmf1r1i1bg1dh0/official_metrics.json,0.578,0.6537034144073189,0.6537034144073189,0.6537034144073189,0.208,0.506,0.506,0.506,0.113,0.33076890226913047,0.859,0.7435,0.208
hypernet_v6,hp1_baseline_hypernet_v6,v7pm_main,1,/home/iiserver31/projects/FedE4RAG-main/V7-agent-PM/eval_outputs/official_fid_t5/v7pm_main/hypernet-v6_k3_w1_s1_enc0_score-downstream_value_budget-fixed_hist5_client1_block1_hard1_util1_ep1_cov1_mem1_dyn0_ecw000_slotdyn_pmf1r1i1bg1dh0/official_metrics.json,0.578,0.6543700810739856,0.6543700810739856,0.6543700810739856,0.208,0.506,0.506,0.506,0.113,0.33110223560246377,0.86,0.744,0.208
hypernet_v6,hp1_baseline_hypernet_v6,v7pm_main,2,/home/iiserver31/projects/FedE4RAG-main/V7-agent-PM/eval_outputs/official_fid_t5/v7pm_main/hypernet-v6_k3_w1_s2_enc0_score-downstream_value_budget-fixed_hist5_client1_block1_hard1_util1_ep1_cov1_mem1_dyn0_ecw000_slotdyn_pmf1r1i1bg1dh0/official_metrics.json,0.578,0.6543700810739856,0.6543700810739856,0.6543700810739856,0.208,0.506,0.506,0.506,0.113,0.33110223560246377,0.86,0.744,0.208
hypernet_v6,hp1_baseline_hypernet_v6,v7pm_main,3,/home/iiserver31/projects/FedE4RAG-main/V7-agent-PM/eval_outputs/official_fid_t5/v7pm_main/hypernet-v6_k3_w1_s3_enc0_score-downstream_value_budget-fixed_hist5_client1_block1_hard1_util1_ep1_cov1_mem1_dyn0_ecw000_slotdyn_pmf1r1i1bg1dh0/official_metrics.json,0.578,0.6537034144073189,0.6537034144073189,0.6537034144073189,0.208,0.506,0.506,0.506,0.113,0.33076890226913047,0.859,0.7435,0.208
hypernet_v6,hp1_baseline_hypernet_v6,v7pm_main,4,/home/iiserver31/projects/FedE4RAG-main/V7-agent-PM/eval_outputs/official_fid_t5/v7pm_main/hypernet-v6_k3_w1_s4_enc0_score-downstream_value_budget-fixed_hist5_client1_block1_hard1_util1_ep1_cov1_mem1_dyn0_ecw000_slotdyn_pmf1r1i1bg1dh0/official_metrics.json,0.578,0.6537034144073189,0.6537034144073189,0.6537034144073189,0.208,0.506,0.506,0.506,0.113,0.33076890226913047,0.859,0.7435,0.208
agent_pm_dynamic_full,v7pm_planning_memory_full,v7pm_memory_ablation,0,/home/iiserver31/projects/FedE4RAG-main/V7-agent-PM/eval_outputs/official_fid_t5/v7pm_memory_ablation/agent-pm-dynamic-full_k3_w1_s0_enc0_score-downstream_value_budget-fixed_hist9_client1_block1_hard1_util1_ep1_cov1_mem1_dyn1_ecw000_slotdyn_pmf1r1i1bg1dh0/official_metrics.json,0.576,0.6536208747247794,0.6536208747247794,0.6536208747247794,0.209,0.5065,0.5065,0.5065,0.113,0.3315276324278607,0.858,0.7445,0.209
agent_pm_dynamic_full,v7pm_planning_memory_full,v7pm_memory_ablation,1,/home/iiserver31/projects/FedE4RAG-main/V7-agent-PM/eval_outputs/official_fid_t5/v7pm_memory_ablation/agent-pm-dynamic-full_k3_w1_s1_enc0_score-downstream_value_budget-fixed_hist9_client1_block1_hard1_util1_ep1_cov1_mem1_dyn1_ecw000_slotdyn_pmf1r1i1bg1dh0/official_metrics.json,0.577,0.6538208747247795,0.6538208747247795,0.6538208747247795,0.209,0.5065,0.5065,0.5065,0.113,0.3315276324278607,0.859,0.7445,0.209
agent_pm_dynamic_full,v7pm_planning_memory_full,v7pm_memory_ablation,2,/home/iiserver31/projects/FedE4RAG-main/V7-agent-PM/eval_outputs/official_fid_t5/v7pm_memory_ablation/agent-pm-dynamic-full_k3_w1_s2_enc0_score-downstream_value_budget-fixed_hist9_client1_block1_hard1_util1_ep1_cov1_mem1_dyn1_ecw000_slotdyn_pmf1r1i1bg1dh0/official_metrics.json,0.576,0.6536208747247794,0.6536208747247794,0.6536208747247794,0.209,0.5065,0.5065,0.5065,0.113,0.3315276324278607,0.858,0.7445,0.209
agent_pm_dynamic_full,v7pm_planning_memory_full,v7pm_memory_ablation,3,/home/iiserver31/projects/FedE4RAG-main/V7-agent-PM/eval_outputs/official_fid_t5/v7pm_memory_ablation/agent-pm-dynamic-full_k3_w1_s3_enc0_score-downstream_value_budget-fixed_hist9_client1_block1_hard1_util1_ep1_cov1_mem1_dyn1_ecw000_slotdyn_pmf1r1i1bg1dh0/official_metrics.json,0.576,0.6536208747247794,0.6536208747247794,0.6536208747247794,0.209,0.5065,0.5065,0.5065,0.113,0.3315276324278607,0.858,0.7445,0.209
agent_pm_dynamic_full,v7pm_planning_memory_full,v7pm_memory_ablation,4,/home/iiserver31/projects/FedE4RAG-main/V7-agent-PM/eval_outputs/official_fid_t5/v7pm_memory_ablation/agent-pm-dynamic-full_k3_w1_s4_enc0_score-downstream_value_budget-fixed_hist9_client1_block1_hard1_util1_ep1_cov1_mem1_dyn1_ecw000_slotdyn_pmf1r1i1bg1dh0/official_metrics.json,0.576,0.6536208747247794,0.6536208747247794,0.6536208747247794,0.209,0.5065,0.5065,0.5065,0.113,0.3315276324278607,0.858,0.7445,0.209
agent_pm_dynamic_no_failure_memory,v7pm_no_failure_memory,v7pm_memory_ablation,0,/home/iiserver31/projects/FedE4RAG-main/V7-agent-PM/eval_outputs/official_fid_t5/v7pm_memory_ablation/agent-pm-dynamic-no-failure-memory_k3_w1_s0_enc0_score-downstream_value_budget-fixed_hist9_client1_block1_hard1_util1_ep1_cov1_mem1_dyn1_ecw000_slotdyn_pmf0r1i1bg1dh0/official_metrics.json,0.575,0.6526208747247794,0.6526208747247794,0.6526208747247794,0.207,0.505,0.505,0.505,0.113,0.3303276324278607,0.857,0.7445,0.207
agent_pm_dynamic_no_failure_memory,v7pm_no_failure_memory,v7pm_memory_ablation,1,/home/iiserver31/projects/FedE4RAG-main/V7-agent-PM/eval_outputs/official_fid_t5/v7pm_memory_ablation/agent-pm-dynamic-no-failure-memory_k3_w1_s1_enc0_score-downstream_value_budget-fixed_hist9_client1_block1_hard1_util1_ep1_cov1_mem1_dyn1_ecw000_slotdyn_pmf0r1i1bg1dh0/official_metrics.json,0.576,0.6536208747247794,0.6536208747247794,0.6536208747247794,0.207,0.5055,0.5055,0.5055,0.113,0.3313276324278607,0.858,0.744,0.207
agent_pm_dynamic_no_failure_memory,v7pm_no_failure_memory,v7pm_memory_ablation,2,/home/iiserver31/projects/FedE4RAG-main/V7-agent-PM/eval_outputs/official_fid_t5/v7pm_memory_ablation/agent-pm-dynamic-no-failure-memory_k3_w1_s2_enc0_score-downstream_value_budget-fixed_hist9_client1_block1_hard1_util1_ep1_cov1_mem1_dyn1_ecw000_slotdyn_pmf0r1i1bg1dh0/official_metrics.json,0.576,0.6536208747247794,0.6536208747247794,0.6536208747247794,0.209,0.5065,0.5065,0.5065,0.113,0.3315276324278607,0.858,0.7445,0.209
agent_pm_dynamic_no_failure_memory,v7pm_no_failure_memory,v7pm_memory_ablation,3,/home/iiserver31/projects/FedE4RAG-main/V7-agent-PM/eval_outputs/official_fid_t5/v7pm_memory_ablation/agent-pm-dynamic-no-failure-memory_k3_w1_s3_enc0_score-downstream_value_budget-fixed_hist9_client1_block1_hard1_util1_ep1_cov1_mem1_dyn1_ecw000_slotdyn_pmf0r1i1bg1dh0/official_metrics.json,0.576,0.6536208747247794,0.6536208747247794,0.6536208747247794,0.208,0.506,0.506,0.506,0.113,0.3315276324278607,0.858,0.7445,0.208
agent_pm_dynamic_no_failure_memory,v7pm_no_failure_memory,v7pm_memory_ablation,4,/home/iiserver31/projects/FedE4RAG-main/V7-agent-PM/eval_outputs/official_fid_t5/v7pm_memory_ablation/agent-pm-dynamic-no-failure-memory_k3_w1_s4_enc0_score-downstream_value_budget-fixed_hist9_client1_block1_hard1_util1_ep1_cov1_mem1_dyn1_ecw000_slotdyn_pmf0r1i1bg1dh0/official_metrics.json,0.576,0.6536208747247794,0.6536208747247794,0.6536208747247794,0.209,0.5065,0.5065,0.5065,0.113,0.3315276324278607,0.858,0.7445,0.209
agent_pm_dynamic_no_instability_penalty,v7pm_no_instability,v7pm_memory_ablation,0,/home/iiserver31/projects/FedE4RAG-main/V7-agent-PM/eval_outputs/official_fid_t5/v7pm_memory_ablation/agent-pm-dynamic-no-instability-penalty_k3_w1_s0_enc0_score-downstream_value_budget-fixed_hist9_client1_block1_hard1_util1_ep1_cov1_mem1_dyn1_ecw000_slotdyn_pmf1r1i0bg1dh0/official_metrics.json,0.576,0.6536208747247794,0.6536208747247794,0.6536208747247794,0.209,0.5065,0.5065,0.5065,0.113,0.3315276324278607,0.858,0.7445,0.209
agent_pm_dynamic_no_instability_penalty,v7pm_no_instability,v7pm_memory_ablation,1,/home/iiserver31/projects/FedE4RAG-main/V7-agent-PM/eval_outputs/official_fid_t5/v7pm_memory_ablation/agent-pm-dynamic-no-instability-penalty_k3_w1_s1_enc0_score-downstream_value_budget-fixed_hist9_client1_block1_hard1_util1_ep1_cov1_mem1_dyn1_ecw000_slotdyn_pmf1r1i0bg1dh0/official_metrics.json,0.577,0.6538208747247795,0.6538208747247795,0.6538208747247795,0.209,0.5065,0.5065,0.5065,0.113,0.3315276324278607,0.859,0.7445,0.209
agent_pm_dynamic_no_instability_penalty,v7pm_no_instability,v7pm_memory_ablation,2,/home/iiserver31/projects/FedE4RAG-main/V7-agent-PM/eval_outputs/official_fid_t5/v7pm_memory_ablation/agent-pm-dynamic-no-instability-penalty_k3_w1_s2_enc0_score-downstream_value_budget-fixed_hist9_client1_block1_hard1_util1_ep1_cov1_mem1_dyn1_ecw000_slotdyn_pmf1r1i0bg1dh0/official_metrics.json,0.576,0.6536208747247794,0.6536208747247794,0.6536208747247794,0.209,0.5065,0.5065,0.5065,0.113,0.3315276324278607,0.858,0.7445,0.209
agent_pm_dynamic_no_instability_penalty,v7pm_no_instability,v7pm_memory_ablation,3,/home/iiserver31/projects/FedE4RAG-main/V7-agent-PM/eval_outputs/official_fid_t5/v7pm_memory_ablation/agent-pm-dynamic-no-instability-penalty_k3_w1_s3_enc0_score-downstream_value_budget-fixed_hist9_client1_block1_hard1_util1_ep1_cov1_mem1_dyn1_ecw000_slotdyn_pmf1r1i0bg1dh0/official_metrics.json,0.576,0.6536208747247794,0.6536208747247794,0.6536208747247794,0.209,0.5065,0.5065,0.5065,0.113,0.3315276324278607,0.858,0.7445,0.209
agent_pm_dynamic_no_instability_penalty,v7pm_no_instability,v7pm_memory_ablation,4,/home/iiserver31/projects/FedE4RAG-main/V7-agent-PM/eval_outputs/official_fid_t5/v7pm_memory_ablation/agent-pm-dynamic-no-instability-penalty_k3_w1_s4_enc0_score-downstream_value_budget-fixed_hist9_client1_block1_hard1_util1_ep1_cov1_mem1_dyn1_ecw000_slotdyn_pmf1r1i0bg1dh0/official_metrics.json,0.576,0.6536208747247794,0.6536208747247794,0.6536208747247794,0.209,0.5065,0.5065,0.5065,0.113,0.3315276324278607,0.858,0.7445,0.209
agent_pm_dynamic_no_memory,v7pm_no_memory,v7pm_memory_ablation,0,/home/iiserver31/projects/FedE4RAG-main/V7-agent-PM/eval_outputs/official_fid_t5/v7pm_memory_ablation/agent-pm-dynamic-no-memory_k3_w1_s0_enc0_score-downstream_value_budget-fixed_hist1_client1_block1_hard1_util1_ep1_cov1_mem0_dyn1_ecw000_slotdyn_pmf0r0i0bg1dh0/official_metrics.json,0.576,0.6536208747247794,0.6536208747247794,0.6536208747247794,0.207,0.505,0.505,0.505,0.113,0.3308276324278607,0.858,0.7445,0.207
agent_pm_dynamic_no_memory,v7pm_no_memory,v7pm_memory_ablation,1,/home/iiserver31/projects/FedE4RAG-main/V7-agent-PM/eval_outputs/official_fid_t5/v7pm_memory_ablation/agent-pm-dynamic-no-memory_k3_w1_s1_enc0_score-downstream_value_budget-fixed_hist1_client1_block1_hard1_util1_ep1_cov1_mem0_dyn1_ecw000_slotdyn_pmf0r0i0bg1dh0/official_metrics.json,0.576,0.6536208747247794,0.6536208747247794,0.6536208747247794,0.208,0.5055,0.5055,0.5055,0.113,0.3308276324278607,0.858,0.744,0.208
agent_pm_dynamic_no_memory,v7pm_no_memory,v7pm_memory_ablation,2,/home/iiserver31/projects/FedE4RAG-main/V7-agent-PM/eval_outputs/official_fid_t5/v7pm_memory_ablation/agent-pm-dynamic-no-memory_k3_w1_s2_enc0_score-downstream_value_budget-fixed_hist1_client1_block1_hard1_util1_ep1_cov1_mem0_dyn1_ecw000_slotdyn_pmf0r0i0bg1dh0/official_metrics.json,0.576,0.6527319858358904,0.6527319858358904,0.6527319858358904,0.209,0.5065,0.5065,0.5065,0.113,0.33108318798341624,0.857,0.7445,0.209
